"Project","Sampler","SampleType","StainType","StainDate","DateCounted","Who","SampleID","Sample","SlideRep","SporesCounted","FOV","TotalSpores","Clumps.4ormorecells.","CellsPerClump","Mycelia","Notes.x","LB_Batch","DATE_UTC","DateTime_MDT","DateTime_UTC","Day.x","Platform","FilterType","FlowRate","Volume_L","SamplingDuration_dmin","SampleStart_UTC","SampleEnd_UTC","Notes.y","RepVolume_L","RepVolume_m3","TotalSpores_LB","log1TotalSpores_LB","TotalSpores_LBcorr","TotalSpores.filter_LBcorr","TotalSpores_LBcorr_m3","log_volume_offset_m3","Sample_num","MeanLogPM2.5","MeansqrtPM2.5","MeanPM2.5_ug.m3","MedianPM2.5_ug.m3","MaxPM2.5_ug.m3","MeanPM1.0ug.m3","MedianPM1.0_ug.m3","MaxPM1.0_ug.m3","MeanPM10_ug.m3","MedianPM10_ug.m3","MaxPM10_ug.m3","MeanTemp_C","MedianTemp_C","MaxTemp_C","MinTemp_C","MeanRH","MedianRH","MinRH","MaxRH","MeanMR","MedianMR","MaxMR","MinMR","SmokeLevel","presence","MedianMR_centered","Day.y","Mean_CO2_CO_mg.m3","Median_CO2_CO_mg.m3","Mean_DeltaCO2_mg.m3","Median_DeltaCO_mg.m3","Mean_DeltaCO2_ppm","Median_DeltaCO2_ppm","Mean_DeltaCO_ppm","Median_DeltaCO_ppm","Max_DeltaCO_ppm","MeanMCE","MedianMCE","TC_mg.m3","bcorr_TC_mg.m3","Gas_TC_Carbon_mg.m3"
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,3,4,NA,"",4,".5,.3,.25,.125","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,3.5,252.875,133.89441469013,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,4,4,NA,"",NA,"","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,3.5,252.875,133.89441469013,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,5,6,NA,"",NA,"","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,5.5,397.375,210.405508798776,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,6,3,NA,"",NA,"","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,2.5,180.625,95.6388676358072,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,7,11,NA,"",NA,"","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,10.5,758.625,401.68324407039,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,8,25,NA,"",NA,"","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,24.5,1770.125,937.26090283091,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,9,20,NA,"",2,".3,.125","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,19.5,1408.875,745.983167559296,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240912,"11/1/2024","Lampman","B11B","B11","B",TRUE,10,8,NA,"",NA,"","B",2023-10-11,2023-10-10 18:53:00,2023-10-11 00:53:00,3,"Blue","PTFE",4,52.28,13.07,2023-10-11 00:53:00,2023-10-11 01:06:04,"Arms loose on ATAT-RTH with time remaining on leland (1:56min)",26.14,0.02614,0.5,0.405465108108164,7.5,541.875,286.916602907422,-3.64428857078606,11,4.61787906381793,10.6737800999871,125.877064741927,109.439625,372.7578288125,95.9646621621622,85.5425,240.415,159.535135135135,142.02,385.5,9.42192192192192,9.44444444444444,10,7.22222222222222,30.3108108108108,30,30,31,3.19763860610841,3.20003153837661,3.34652644641426,2.69939809952541,"Low",TRUE,-0.414302333384482,3,5.03917002239612,3.45635072732919,16.9430562803866,0.334627603826129,8.98035194956724,9.22013137699785,0.812405426978007,0.278427065808824,2.83584060580882,0.912070919480452,0.931800219280138,0.475522888079055,0.102160431756542,5.14133045415266
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,1,12,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,12,867,400,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,2,13,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,13,939.25,433.333333333333,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,3,8,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,8,578,266.666666666667,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,4,8,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,8,578,266.666666666667,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,5,9,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,9,650.25,300,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,6,8,NA,"",2,".125,.25","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,8,578,266.666666666667,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,7,6,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,6,433.5,200,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,8,3,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,3,216.75,100,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,9,4,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,4,289,133.333333333333,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Smoke","CW/KOH",20240505,"11/1/2024","Lampman","B5B","B5","B",TRUE,10,7,NA,"",NA,"","A",2023-10-09,2023-10-09 14:54:00,2023-10-09 20:54:00,2,"Blue","PTFE",4,60,15,2023-10-09 20:54:00,2023-10-09 21:09:00,"Tons of smoke, probably best sample",30,0.03,0,0,7,505.75,233.333333333333,-3.50655789731998,5,7.20160566440354,50.0162437253734,3103.26210943214,2932.4924253125,7815.8236078125,194.019761904762,217.1475,367.875,1917.98297619048,1852.75,4665.25,15.1785714285714,15.5555555555556,17.2222222222222,11.6666666666667,22.452380952381,22,21,26,3.5190117864711,3.52343484519426,4.17015860168985,2.80102987605014,"High",TRUE,-0.090899026566829,2,322.174432012725,291.175399446569,1054.07936790501,105.517683963091,582.755660846674,886.417688767653,70.6668673551349,92.0002656892252,119.499623739225,0.848064293202289,0.865044227490499,9.80569197940171,9.4323295230792,331.606761535804
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",FALSE,1,0,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,0,0,0,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",FALSE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",TRUE,2,4,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,4,289,200,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",TRUE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",TRUE,3,11,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,11,794.75,550,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",TRUE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",TRUE,4,1,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,1,72.25,50,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",TRUE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",TRUE,5,1,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,1,72.25,50,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",TRUE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",FALSE,6,0,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,0,0,0,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",FALSE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",TRUE,7,5,NA,"",3,".25,.25,.125","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,5,361.25,250,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",TRUE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASMEE23","Button","Ambient","CW/KOH",20240505,"11/1/2024","Lampman","B1B","B1","B",TRUE,8,7,NA,"",NA,"","A",2023-10-08,2023-10-08 14:48:00,2023-10-08 20:48:00,1,"Blue","PTFE",4,40,10,2023-10-08 20:48:00,2023-10-08 20:58:00,"",20,0.02,0,0,7,505.75,350,-3.91202300542815,1,1.3075505126615,1.9228904705562,3.69790769230769,3.686,3.858,0,0,0,0.0166923076923077,0,0.375,19.8717948717949,19.4444444444444,21.1111111111111,18.3333333333333,23.8615384615385,24,22,26,4.82188619030089,4.73837584914535,5.14397613428947,4.37656394135745,"None",TRUE,1.12404197738427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
