"Project","Sampler","SampleType","StainType","StainDate","DateCounted","Who","SlideID","Sample","SlideRep","SporesCounted","FOV","TotalSpores","CellsPerClump","Mycelia","Notes","Sample_num","Volume_L","RepVolume_L","Unit","Day","LB_Batch","RepVolume_m3","TotalSpores_LB","TotalSpores_LBcorr","TotalSpores.filter_LBcorr","TotalSpores_LBcorr_m3","log_volume_offset_m3","MeanPM2.5_ug.m3","MedianPM2.5_ug.m3","MaxPM2.5_ug.m3","MeanPM1.0ug.m3","MedianPM1.0_ug.m3","MaxPM1.0_ug.m3","MeanPM10_ug.m3","MedianPM10_ug.m3","MaxPM10_ug.m3","MeanTemp_C","MedianTemp_C","MaxTemp_C","MinTemp_C","MeanRH","MedianRH","MinRH","MaxRH","MeanMR","MedianMR","MaxMR","MinMR","SmokeLevel","SmokeLevel2","MeanCO2_CO_mg.m3","Median_deltaCO2_CO_mg.m3","Mean_deltaCO2_mg.m3","Median_deltaCO_mg.m3","Mean_deltaCO2_ppm","Median_deltaCO2_ppm","Mean_deltaCO_ppm","Median_deltaCO_ppm","MeanMCE","MedianMCE","bcorr_TC_mg.m3","ALL_carbon_mg.m3","biomass_mg","biomass_g","biomass_kg","TC.Gas_C","presence"
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,3,19,NA,0,"",3,146.3,73.15,"26FF","1","C",0.07315,0.25,18.75,1354.6875,256.322624743677,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,4,7,NA,1,"0.0125",3,146.3,73.15,"26FF","1","C",0.07315,0.25,6.75,487.6875,92.2761449077238,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,5,7,NA,0,"",3,146.3,73.15,"26FF","1","C",0.07315,0.25,6.75,487.6875,92.2761449077238,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,6,9,NA,0,"",3,146.3,73.15,"26FF","1","C",0.07315,0.25,8.75,632.1875,119.617224880383,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,7,6,NA,0,"",3,146.3,73.15,"26FF","1","C",0.07315,0.25,5.75,415.4375,78.6056049213944,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,8,7,NA,1,"0.03125",3,146.3,73.15,"26FF","1","C",0.07315,0.25,6.75,487.6875,92.2761449077238,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,9,1,NA,0,"",3,146.3,73.15,"26FF","1","C",0.07315,0.25,0.75,54.1875,10.2529049897471,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","3A.B","3A","B",TRUE,10,10,NA,0,"",3,146.3,73.15,"26FF","1","C",0.07315,0.25,9.75,704.4375,133.287764866712,-2.615243151516,768.703858398099,459.23663138345,3992.1687178469,191.34987804878,211.6325,373.835,669.541890243902,495.425,3316.835,25.989417989418,26.6666666666667,29.4444444444444,22.7777777777778,23.3142857142857,23,21,26,5.04252004022786,5.19825988690415,6.08027508422063,4.25956384674497,"Moderate","Low",100.047736041016,62.8247464,352.514205295751,4.160485768,195.685125629135,220.6158964,7.15892455454043,4.160485768,0.950072560421741,0.964770671674934,0.946687897898232,100.994423938914,201.988847877828,0.201988847877828,0.000201988847877828,0.00946236202196647,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,1,2,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,1.75,126.4375,32.7715355805244,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",FALSE,2,0,NA,1,"0.25",4,106.8,53.4,"25BF","1","C",0.0534,0.25,0,0,0,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,FALSE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,3,8,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,7.75,559.9375,145.131086142322,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",FALSE,4,0,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,0,0,0,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,FALSE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,5,1,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,0.75,54.1875,14.0449438202247,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,6,3,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,2.75,198.6875,51.498127340824,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,7,2,NA,1,"0.25",4,106.8,53.4,"25BF","1","C",0.0534,0.25,1.75,126.4375,32.7715355805244,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,8,3,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,2.75,198.6875,51.498127340824,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",FALSE,9,0,NA,0,"",4,106.8,53.4,"25BF","1","C",0.0534,0.25,0,0,0,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,FALSE
"Konza4","Bu","Smoke","CW/KOH",20240703,"10/22/2024","Lampman","4A.B","4A","B",TRUE,10,1,NA,4,".3,.3,.3,.25",4,106.8,53.4,"25BF","1","C",0.0534,0.25,0.75,54.1875,14.0449438202247,-2.92994453301599,244.481797380629,244.1158395425,592.6428621869,146.161379310345,155.0425,308.085,278.877155172414,303.425,578.415,20.8227848101266,20.5555555555556,22.2222222222222,17.2222222222222,27.6,28,26,29,4.32319476271773,4.25978414847026,4.61522109314314,2.62820125297068,"Low","Low",22.778470492887,20.238029895,81.0226656961431,0.768317888,44.1497946392527,72.56262205,1.32389368666259,0.768317888,0.963179902051019,0.978183544881587,0.368165561693298,23.1466360545803,46.2932721091607,0.0462932721091607,4.62932721091607e-05,0.0161628745796722,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,1,8,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,7.75,559.9375,171.081677704194,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,2,6,NA,1,"0.4",5,90.6,45.3,"25RF","1","C",0.0453,0.25,5.75,415.4375,126.931567328918,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,3,2,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,1.75,126.4375,38.6313465783664,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,4,5,NA,4,".25,.25,.3,.125",5,90.6,45.3,"25RF","1","C",0.0453,0.25,4.75,343.1875,104.85651214128,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,5,2,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,1.75,126.4375,38.6313465783664,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,6,8,NA,2,".125,.25",5,90.6,45.3,"25RF","1","C",0.0453,0.25,7.75,559.9375,171.081677704194,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,7,2,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,1.75,126.4375,38.6313465783664,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,8,3,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,2.75,198.6875,60.7064017660044,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,9,3,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,2.75,198.6875,60.7064017660044,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
"Konza4","Bu","Smoke","CW/KOH",20240704,"10/22/2024","Lampman","5A.B","5A","B",TRUE,10,8,NA,0,"",5,90.6,45.3,"25RF","1","C",0.0453,0.25,7.75,559.9375,171.081677704194,-3.09444824649315,939.14662872788,919.8626183237,2740.7872445669,234.294722222222,255.0475,379.085,830.020833333333,843.7125,1963.75,20.531045751634,20.5555555555556,21.1111111111111,18.8888888888889,29.304347826087,29,28,31,4.53428195985524,4.61904543870654,4.80771184624636,3.64387568241215,"High","High",6.51392451083768,4.9776328815,305.705285688116,4.9776328815,166.720939850648,287.4314914,5.58312155572494,4.9776328815,0.969010080743074,0.973148837349764,1.24005351911903,7.75397802995671,15.5079560599134,0.0155079560599134,1.55079560599134e-05,0.190369648444017,TRUE
